Airport,Latitude,Longitude
ISA,-20.663889,139.488611
ISB,33.616653,73.099233
ISC,49.9,-6.4
ISD,2.433,-77.97
ISE,37.855417,30.368397
ISG,24.344525,124.186983
ISH,40.63,13.83
ISI,-24.258333,144.425
ISJ,21.245033,-86.739967
ISK,19.963739,73.807644
ISL,63.5,-145
ISM,28.28,-81.43
ISN,48.18,-103.7
ISO,35.33,-77.62
ISP,40.79525,-73.100222
ISQ,45.95,-88.25
ISS,43.97,-69.72
IST,40.976922,28.814606
ISU,35.56,45.31
ISW,44.36,-89.84
ITA,-3.127256,-58.481186
ITB,-4.242342,-56.000669
ITE,-18.444661,-49.213361
ITH,42.48,-76.47
ITI,-18.02,-41.7
ITJ,-26.88,-48.65
ITK,-9.517,147.3
ITM,34.785528,135.438222
ITN,-14.8,-39.38
ITO,19.721375,-155.048469
ITP,-21.22,-41.87
ITQ,-29.17,-56.53
ITR,-18.45,-49.21
IUE,-19.080028,-169.925639
IUL,-3.75,138.1
IUM,54.28,-122.6
IUS,-5.817,155.2
IVA,-13.65,48.47
IVC,-46.412408,168.312992
IVG,42.43,19.78
IVH,69.4,-148.3
IVL,68.607269,27.405328
IVO,10.02,-74.68
IVR,-29.888333,151.144167
IVW,-17.77,129.2
IWA,33.307833,-111.655472
IWD,46.53,-90.13
IWJ,34.676389,131.790278
IWO,24.784,141.322722
IWS,29.65,-95.32
IXA,23.886978,91.24045
IXB,26.681206,88.328567
IXC,30.673469,76.788542
IXD,25.440064,81.733872
IXE,12.961267,74.890069
IXG,15.859286,74.618292
IXH,24.308192,92.007156
IXI,27.295494,94.09765
IXJ,32.689142,74.837389
IXK,21.317069,70.270403
IXL,34.135872,77.546514
IXM,9.834508,78.093378
IXN,24.07,91.63
IXP,32.233778,75.634628
IXQ,24.13,91.82
IXR,23.31425,85.321675
IXS,24.912928,92.978742
IXT,28.07,95.37
IXU,19.862728,75.398114
IXV,28.42,94.83
IXW,22.813211,86.168844
IXY,23.112719,70.100289
IXZ,11.641161,92.729744
IYK,35.65,-117.8
IZM,38.52,27.02
IZO,35.413611,132.89
IZT,16.449336,-95.093697
JAA,34.399842,70.498625
JAB,-10.22,132.6
JAC,43.607333,-110.73775
JAD,-32.0975,115.881111
JAE,33.93,-84.15
JAF,9.792331,80.070089
JAG,28.284167,68.449711
JAH,43.28,5.567
JAI,26.824192,75.812161
JAJ,33.93,-84.15
JAK,18.25,-72.52
JAL,19.475083,-96.797506
JAM,42.52,26.48
JAN,32.311167,-90.075889
JAO,33.93,-84.15
JAP,27.83,-104
JAQ,-5.6,151.5
JAR,28.48,53.53
JAS,30.92,-94.02
JAT,7,169
JAU,-11.783144,-75.473394
JAV,69.25,-51
JAX,30.494056,-81.687861
JBC,42.33,-71.03
JBK,37.95,-122.3
JBP,33.98,-118.2
JBQ,18.57,-69.99
JBR,35.831708,-90.646417
JBS,37.71,-121.9
JBT,60.8,-161.8
JCA,43.55,7.017
JCB,-27.17,-51.52
JCC,37.62,-122.4
JCD,17.75,-65.92
JCE,37.62,-122.4
JCH,68.83,-51
JCI,38.82,-94.88
JCJ,33.5,126.5
JCK,-20.668333,141.7225
JCM,-11.18,-40.52
JCN,37.43,126.4
JCO,36,14.33
JCR,-6.233156,-57.776869
JCT,30.48,-99.77
JCU,35.9,5.338
JCX,34.05,-118.3
JCY,32.33,-97.33
JDA,44.42,-119
JDB,32.77,-97.32
JDF,-21.7915,-43.386778
JDH,26.251092,73.048869
JDM,25.8,-80.3
JDN,47.32,-106.9
JDO,-7.217,-39.27
JDP,48.72,2.383
JDR,-21.09,-43.23
JDT,44.97,-93.24
JDX,29.77,-95.33
JDY,42.43,-112.1
JDZ,29.27,117.2
JED,21.679564,39.156536
JEE,18.67,-74.17
JEF,38.6,-92.17
JEG,68.7,-52.75
JEJ,7.583,168.9
JEM,33.95,-117.4
JEQ,-13.85,-40.08
JER,49.207947,-2.195508
JEV,48.63,2.567
JFK,40.639751,-73.778925
JFM,-31.95,116
JFN,41.73,-80.77
JFR,62,-49.65
JGA,22.465522,70.012556
JGB,19.07,82.03
JGC,35.97,-112.1
JGE,34.9,128.7
JGL,33.58,-84.47
JGN,39.75,98.25
JGO,69.25,-53.55
JGP,28.8,-97.01
JGQ,29.77,-95.47
JGR,61.23,-48.1
JGS,40.05,116.6
JGX,34.08,-118.3
JHB,1.641308,103.669619
JHC,40.73,-73.6
JHE,56.05,12.7
JHG,21.973914,100.759611
JHM,20.962936,-156.673031
JHQ,-20.28,148.8
JHS,66.93,-53.7
JHW,42.15,-79.25
JHY,33.97,-118
JIA,-11.5,-58.88
JIB,11.547331,43.159481
JID,34.02,-118
JIJ,9.367,42.77
JIK,37.682717,26.347061
JIL,43.85,126.6
JIM,7.666094,36.816639
JIN,0.45,33.2
JIO,34.05,-117.6
JIP,-1.333,-80.67
JIR,27.63,86.23
JIU,29.65,116
JIW,25.08,61.82
JJA,-8.213,159.3
JJI,-7.1691,-76.728561
JJN,24.9,118.6
JJU,60.75,-46
JKG,57.757594,14.068731
JKH,38.343175,26.140572
JKL,36.96,26.96
JKR,26.73,85.93
JKT,-6.267,106.9
JKV,31.97,-95.28
JLA,60.48,-149.9
JLB,33.82,-118.2
JLD,55.944444,12.869444
JLH,42.07,-87.99
JLN,37.151814,-94.498269
JLO,45.5,12.6
JLP,43.57,7.1
JLR,23.177817,80.052047
JLS,-20.27,-50.55
JLX,33.93,-118.4
JMA,29.61,-95.16
JMB,-14.7,16.08
JMC,37.85,-122.5
JMD,32.68,-96.87
JMH,42.05,-88.05
JMK,37.435128,25.348103
JMM,55.62,13
JMN,44.15,-93.98
JMO,28.78,83.73
JMS,46.93,-98.68
JMU,46.843394,130.465389
JMY,8.617,-13.22
JNA,-15.47,-44.38
JNB,-26.139166,28.246
JNG,35.42,116.5
JNH,33.13,-96.51
JNI,-34.545889,-60.930556
JNN,60.15,-45.22
JNP,33.62,-117.9
JNS,61.03,-45.53
JNU,58.354972,-134.576278
JNX,37.1,25.4
JNZ,41.12,121
JOC,33.67,-117.9
JOE,62.662906,29.60755
JOG,-7.783,110.4
JOH,-31.62,29.53
JOI,-26.224453,-48.797364
JOK,56.72,47.9
JOL,6.053672,121.011044
JOM,-9.35,34.8
JON,16.73,-169.5
JOP,-4.75,145
JOR,33.78,-117.9
JOS,9.639828,8.86905
JOT,41.53,-88.08
JPA,-7.148381,-34.950681
JPD,34.17,-118.2
JPN,38.87,-77.06
JPR,-8.05,-62.87
JPT,29.65,-95.32
JPU,48.87,2.333
JQA,70.73,-52.7
JQE,7.75,-78.25
JRA,40.75,-74
JRB,40.78,-75.05
JRC,44.02,-92.48
JRD,33.95,-117.4
JRE,40.8,-73.97
JRH,26.731528,94.175536
JRK,61.17,-48.42
JRN,-10.3,-58.48
JRO,-3.429406,37.074461
JRS,31.87,35.22
JSA,26.888653,70.864967
JSD,41.2,-74.63
JSG,38.02,-122.5
JSH,35.216108,26.101325
JSI,39.1771,23.503675
JSK,45.55,-94.06
JSL,39.35,-74.42
JSM,-44.03,-70.47
JSN,34.16,-118.4
JSO,59.2,17.62
JSP,33.5,126.5
JSR,23.1838,89.160833
JSS,37.33,23.25
JST,40.316111,-78.833944
JSU,65.4,-52.87
JSY,37.03,25.58
JTI,-49.77,-46.48
JTO,34.08,-118.9
JTR,36.399169,25.479333
JTY,36.53,26.37
JUA,-17.88,-51.72
JUB,4.872006,31.601117
JUC,34.05,-118.2
JUI,53.68,7
JUJ,-24.392778,-65.097778
JUL,-15.467103,-70.158169
JUM,29.28,82.18
JUN,-24.8,143
JUO,6.517,-76.6
JUP,34.11,-117.7
JUR,-30.27,115.1
JUT,14.8,-86.13
JUV,72.8,-56.15
JUZ,28.97,118.8
JVA,-18.8,45.28
JVI,39.48,-75.03
JVL,42.62,-89.03
JWA,-24.602333,24.690971
JWC,33.28,-116.7
JWH,29.73,-95.53
JWL,29.94,-95.64
JWN,36.77,48.36
JXN,42.259785,-84.459404
JYR,28.72,57.67
JYV,62.399453,25.678253
JZH,40.05,116.6
KAA,-10.22,31.13
KAB,-16.519761,28.884981
KAC,37.020625,41.191394
KAD,10.696025,7.320114
KAE,56.97,-134
KAF,-6.283,155.4
KAG,37.753561,128.943625
KAH,-37.72,145
KAI,5.15,-59.48
KAJ,64.285472,27.692414
KAK,-6.233,143.5
KAL,64.33,-158.7
KAM,15.37,42.58
KAN,12.047589,8.524622
KAO,65.987575,29.239381
KAP,-8.333,22.67
KAQ,-8.133,146.8
KAR,5.883,-60.62
KAS,-28,18.72
KAT,-35.07,173.285278
KAU,63.127078,23.051442
KAV,5.667,-61.77
KAW,10.049258,98.538006
KAX,-27.87,114.1
KAY,-17.62,179
KAZ,1.167,127.9
KBA,9.583,-11.55
KBB,-17.77,129.2
KBC,66.27,-145.8
KBD,-17.4,124.4
KBE,65.49,-144.6
KBF,-3.75,138.3
KBG,2.333,31.5
KBH,29.05,66.58
KBI,2.867,9.983
KBJ,-14.48,132.3
KBK,57,-136
KBL,34.565853,69.212328
KBM,-6.4,147.4
KBN,-6.117,24.53
KBO,-6.083,26.92
KBP,50.345,30.894722
KBQ,-13.02,33.47
KBR,6.16685,102.293014
KBT,8.9,170.9
KBU,-3.233,116.2
KBV,8.095969,98.988764
KBW,56.28,-158.4
KBX,-1,132.3
KBY,-32.8,134.2
KBZ,-42.42,173.7
KCA,41.57,82.73
KCB,3.15,-55.72
KCC,56,-132.8
KCD,-6.2,138.7
KCE,-20.55,147.9
KCF,27.2,69.15
KCG,56.3,-158.4
KCH,1.484697,110.346933
KCI,-2.533,140.7
KCJ,-7.267,143.6
KCK,39.12,-94.65
KCL,56.3,-158.5
KCM,37.538967,36.953411
KCN,53.4,-167.6
KCO,40.73,30.08
KCP,48.68,26.62
KCQ,56.25,-158.8
KCR,64.5,-165.4
KCS,-24.38,131.7
KCT,5.984,80.33
KCU,1.683,31.72
KCZ,33.546111,133.669444
KDA,12.88,-14.97
KDB,-31.2,121.7
KDC,11.13,2.933
KDD,27.8,66.6
KDE,-5.683,142.7
KDF,15.67,18.25
KDG,41.62,25.33
KDH,31.505756,65.847822
KDI,-4,122.8
KDJ,-0.25,10.75
KDK,57.8,-152.4
KDL,58.990756,22.830733
KDM,0.488131,72.996944
KDN,-2.5,11.17
KDO,1.859167,73.521944
KDP,-5.867,143.5
KDQ,-3.6,141.1
KDR,-6.217,149.6
KDS,-24.33,139.2
KDT,14.1,99.92
KDU,35.335508,75.536047
KDV,-19.05,178.2
KDW,7.288,80.63
KDY,7.218,81.6
KDZ,7.331,80.64
KEA,-7.667,140.5
KEB,59.37,-151.9
KEC,-10.35,28.63
KED,16.159547,-13.507617
KEE,-0.1,14.55
KEF,63.985,-22.605556
KEG,-5.8,145.1
KEH,47.73,-122.3
KEI,-6.667,139.4
KEJ,55.270094,86.107208
KEK,59.37,-157.5
KEL,54.3795,10.145167
KEM,65.781889,24.5991
KEN,7.867,-11.2
KEO,9.55,-7.567
KEP,28.103633,81.667006
KEQ,-0.6333,133.1
KER,30.274444,56.951111
KES,56.25,-96.97
KET,21.301611,99.635997
KEU,67.92,-162.3
KEV,61.85605,24.7866
KEW,52.99,-92.84
KEX,-7.767,145.9
KEY,-0.3667,35.5
KEZ,6.951,79.93
KFA,16.589983,-11.406208
KFG,-17.43,130.8
KFP,54.85,-163.4
KFS,41.31,33.79
KGA,-5.900055,22.469166
KGB,-6.133,147.7
KGC,-35.73,137.5
KGD,54.89005,20.592633
KGE,-8.15,157.6
KGF,49.670833,73.334444
KGG,12.572292,-12.220333
KGH,-8.583,147.5
KGI,-30.789444,121.461667
KGJ,-9.953569,33.893022
KGK,59.78,-157.3
KGL,-1.968628,30.13945
KGM,-9.5,147.1
KGN,-6.467,16.82
KGO,48.55,32.3
KGP,62.2,74.54
KGR,-25.83,133.5
KGS,36.793335,27.091667
KGT,38.14,101.7
KGU,5.367,116.2
KGW,-9.05,146.8
KGX,62.67,-160
KGY,-26.580833,151.841111
KGZ,61.45,-142.4
KHA,36.73,45.15
KHC,45.37,36.45
KHD,33.44,48.28
KHE,46.63,32.93
KHG,39.542922,76.019956
KHH,22.577094,120.350006
KHI,24.906547,67.160797
KHJ,62.43,22.18
KHK,29.260278,50.323889
KHL,22.8,89.55
KHM,26,95.7
KHN,28.865,115.9
KHO,-24.58,31.42
KHR,47.22,102.8
KHS,26.170986,56.240569
KHT,33.33,69.95
KHU,49.1,33.45
KHV,48.528044,135.188361
KHW,-19.13,23.83
KHY,38.43,44.97
KHZ,-15.77,-145.1
KIA,-6.267,146.3
KIB,55.9,-159.5
KIC,36.23,-121.1
KID,55.921686,14.085536
KIE,-6.333,155.6
KIF,53.03,-89.83
KIG,-30.2,17.27
KIH,26.526156,53.980211
KII,-9,142.7
KIJ,37.955892,139.120717
KIK,35.52,44.3
KIL,-9.3,28.38
KIM,-28.802834,24.765167
KIN,17.935667,-76.7875
KIO,5.65,169.2
KIP,33.9,-98.5
KIQ,-7.633,147.1
KIR,52.180878,-9.523783
KIS,-0.086139,34.728892
KIT,36.274258,23.016978
KIU,-1.75,41.48
KIV,46.927744,28.930978
KIW,-12.900469,28.149858
KIX,34.427306,135.244072
KIY,-8.917,39.53
KIZ,-8.65,147.9
KJA,56.172947,92.493278
KJI,48.22,87
KJK,50.817222,3.204722
KJN,13.17,32.72
KJP,36.17,133.3
KJU,-2.883,151.3
KKA,64.92,-161.1
KKB,58.18,-152.4
KKC,16.466628,102.783661
KKD,-8.883,147.7
KKE,-35.262779,173.911944
KKF,67.6,-163.5
KKG,5.217,-59
KKH,59.97,-162.8
KKI,60.92,-161.4
KKJ,33.845942,131.034689
KKK,64.42,-156.8
KKL,57.37,-154
KKM,14.874561,100.663367
KKN,69.725781,29.891295
KKO,-35.45,173.8
KKP,-15.58,144
KKR,-15.663333,-146.884769
KKT,40.77,-87.45
KKU,58.82,-158.6
KKW,-5.035767,18.785631
KKX,28.321344,129.9281
KKY,52.65,-7.25
KKZ,11.62,103
KLA,0.3167,32.58
KLB,-14.97,22.68
KLC,14.146881,-16.051297
KLD,56.824736,35.757678
KLE,10.1,14.45
KLF,54.5,36.27
KLG,61.53,-160.4
KLH,16.664658,74.289353
KLI,-4.167,21.75
KLK,3.517,35.83
KLL,59.12,-156.9
KLM,37.37,55.45
KLN,57.53,-154
KLO,11.679431,122.376294
KLP,57.55,-134.9
KLQ,-2.6,104
KLR,56.685531,16.287578
KLS,46.15,-122.9
KLT,50.23,7.15
KLU,46.65,14.35
KLV,50.202978,12.914983
KLW,55.55,-133.1
KLX,37.068319,22.025525
KLY,-2.583,26.73
KLZ,-29.688403,17.094006
KMA,-7.967,145.8
KMB,-5.5,144.6
KMC,27.9,45.53
KMD,-1.667,10.42
KME,-2.462242,28.90795
KMF,-7.25,145.5
KMG,24.992364,102.743536
KMH,-27.456667,23.411388
KMI,31.877222,131.448611
KMJ,32.837319,130.85505
KMK,-3.483,12.62
KML,-19.5,140.1
KMM,-7.967,138.9
KMN,-8.642025,25.252897
KMO,58.97,-159.1
KMP,-26.539828,18.111447
KMQ,36.394611,136.406544
KMR,-6.5,144.8
KMS,6.714564,-1.590819
KMT,10.63,104.2
KMU,-0.377353,42.459233
KMV,23.18,94.05
KMW,57.75,40.93
KMX,18.297286,42.803536
KMY,57,-154.2
KMZ,-14.8,24.78
KNA,-32.949611,-71.478583
KNB,37.25,-112.8
KNC,41.13,126.2
KND,-2.919178,25.915361
KNE,-5.283,144.7
KNF,52.648353,0.550692
KNG,-3.644517,133.695553
KNH,24.427892,118.359197
KNI,-33.7,117.6
KNJ,-3.733,14.22
KNK,59.43,-154.9
KNL,-6,147.5
KNM,-7.583,24.15
KNN,10.4,-9.3
KNO,51.42,3.25
KNP,-12.78,15.72
KNQ,-21.053428,164.837806
KNR,27.85,52.12
KNS,-39.88,143.9
KNT,36.23,-90.05
KNU,26.441444,80.364864
KNV,50.68,-125.8
KNW,59.53,-157.3
KNX,-15.778056,128.7075
KNY,57.1,-102
KNZ,12.83,-11.25
KOA,19.738767,-156.045631
KOB,5,10
KOC,-20.546314,164.255625
KOD,-0.2667,116.6
KOE,-10.17,123.7
KOF,-25.42,31.92
KOG,14.1,105.8
KOH,-15.97,142.4
KOI,58.957778,-2.905
KOJ,31.803397,130.719408
KOK,63.721172,23.143131
KOL,8.5,21.25
KOM,-6.133,143.6
KON,14.35,108
KOO,-5.4,27
KOP,17.383794,104.643022
KOQ,51.72,11.95
KOR,-7.817,146.6
KOS,10.6,103.7
KOT,63.03,-163.5
KOU,-1.117,12.5
KOV,53.32,69.4
KOW,25.9,114.9
KOX,-4.533,136.6
KOY,57.15,-154.2
KOZ,57.92,-152.5
KPA,-5.583,145.4
KPB,56.37,-133.6
KPC,65.25,-166.9
KPD,40.08,-75.38
KPE,-4.633,141.1
KPF,-8.517,142.5
KPG,6.467,-59.17
KPH,54.46,-162.7
KPI,2,112.9
KPK,57.42,-155.9
KPL,-8.617,142.8
KPM,-5.333,143.9
KPN,59.93,-164
KPO,35.987858,129.420486
KPP,-14.88,144.2
KPR,58.48,-152.6
KPS,-31.074444,152.769722
KPT,41.97,-114.7
KPV,55.9,-159.1
KPY,57.93,-153.1
KQA,54.12,-165.8
KQB,-34.93,138.6
KQL,-5.667,144.8
KQT,37.87,68.85
KRA,-35.75,143.9
KRB,-17.5,140.9
KRC,-1.7,101.3
KRD,-20.5,134.6
KRE,-2.55,30.1
KRF,63.048597,17.768856
KRG,4.017,-59.52
KRI,-7.483,144.1
KRJ,-8.75,147.5
KRK,50.077731,19.784836
KRL,41.73,86.15
KRM,3.75,-59.32
KRN,67.821986,20.336764
KRO,55.43,65.3
KRP,56.297458,9.124628
KRQ,48.72,37.62
KRR,45.034689,39.170539
KRS,58.204214,8.085369
KRT,15.589497,32.553161
KRU,-8.3,147.1
KRV,2.983,36.12
KRW,40.063333,53.007222
KRX,-4.833,145.7
KRY,45.62,84.88
KRZ,-1.45,19
KSA,5.356975,162.958386
KSB,-6.383,147
KSC,-35.713889,137.521389
KSD,59.444714,13.337361
KSE,0.1667,30.1
KSF,51.408394,9.377631
KSG,-6.35,146.7
KSH,34.345853,47.158128
KSI,9.167,-10.12
KSJ,35.421358,26.910047
KSK,59.345867,14.495922
KSL,15.387494,36.328842
KSM,62.060486,-163.30211
KSN,57.503525,10.229372
KSO,40.446294,21.282186
KSP,-8.55,147.5
KSQ,38.8,65.77
KSR,61.22,-149.9
KSS,11.32,-5.667
KST,13.18,32.73
KSU,63.111781,7.824522
KSV,56.550208,9.172983
KSW,33.22,35.57
KSX,-6.6,146.2
KSY,40.562222,43.115002
KSZ,61.23,46.7
KTA,-20.712222,116.773333
KTB,55.68,-132.5
KTC,8.133,-5.1
KTD,25.944722,131.326944
KTE,4.537222,103.426756
KTF,-40.85,172.8
KTG,-1.816639,109.963483
KTH,59.96,-158.5
KTI,12.48,106.1
KTK,-5.339,154.8
KTL,0.971989,34.958556
KTM,27.696583,85.3591
KTN,55.355556,-131.71375
KTO,4.65,-59.82
KTP,17.988558,-76.823761
KTQ,62.166111,30.073611
KTR,-14.521111,132.377778
KTS,65.33,-166.5
KTT,67.701022,24.84685
KTU,25.160219,75.845631
KTV,5.75,-62.42
KTW,50.474253,19.080019
KTX,12.38,-5.467
KTY,6.556,79.98
KTZ,22.32,114.2
KUA,3.775389,103.209056
KUB,4.917,114.9
KUC,0.2333,173.4
KUD,6.917,116.8
KUE,-8.017,157
KUF,53.504858,50.164336
KUG,-10.25,142.2
KUH,43.040967,144.192986
KUI,-36.47,174.8
KUJ,33.43,135.8
KUK,60.87,-162.5
KUL,2.745578,101.709917
KUM,30.385569,130.659017
KUN,54.963919,24.084778
KUO,63.00715,27.797756
KUP,-10.07,148.2
KUQ,-10.07,148.2
KUR,38.4,71.12
KUS,65.57,-37.12
KUT,42.25,42.7
KUU,31.876706,77.154367
KUV,35.903756,126.615906
KUW,67.97,-162
KUX,-5.367,141.6
KUY,-7.428,143.1
KUZ,55.33,59.48
KVA,40.913306,24.619223
KVB,58.4564,13.972672
KVC,55.07,-162.3
KVD,40.737678,46.317581
KVE,-10.17,148.7
KVG,-2.567,150.8
KVK,67.58,33.58
KVL,67.73,-164.7
KVR,44.27,135
KVU,-18.22,177.7
KVX,58.5,49.35
KWA,8.720122,167.731661
KWB,-5.85,110.5
KWD,-8,23.23
KWE,26.538522,106.800703
KWF,55.3,-133.3
KWG,48.043333,33.21
KWH,37.88,70.2
KWI,29.226567,47.968928
KWJ,35.126389,126.808889
KWK,59.82,-163.2
KWL,25.218106,110.039197
KWM,-17.52,145.4
KWN,59.75,-161.9
KWO,-7.983,142.8
KWP,57.77,-153.6
KWR,-8.567,160.7
KWS,-8.35,160.8
KWT,60.8,-161.5
KWU,-37.78,175.3
KWV,-6.183,155.3
KWX,-8.5,143.4
KWY,-2.017,41.27
KWZ,-10.765886,25.505714
KXA,55.5,-132.5
KXE,-26.97,26.65
KXF,-17.32,179.4
KXK,50.4,137
KXR,-5.283,154.6
KXU,-16.4,-144.3
KYA,37.979,32.561861
KYB,-34.75,138.7
KYD,22.028842,121.533642
KYE,34.58,36
KYF,-27.27,120.1
KYI,-31.48,131.9
KYK,57.57,-154.4
KYL,25.08,-80.4
KYN,52.05,0.7
KYO,27.92,-82.68
KYP,19.426447,93.534836
KYS,14.481233,-11.404397
KYT,21.4,94.13
KYU,64.9,-157.7
KYX,-6.133,146.6
KYZ,51.7,94.47
KZB,57.55,-153.8
KZC,12.255236,104.563875
KZD,12.53,104.2
KZF,-7.8,145.9
KZG,49.73,10.15
KZH,57.58,-153.2
KZI,40.28611,21.840834
KZK,12.72,104.9
KZN,55.606186,49.278728
KZO,44.87,65.47
KZS,36.13,29.57
LAA,38.07,-102.7
LAB,-5.633,148.1
LAC,7.417,113.8
LAD,-8.858375,13.231178
LAE,-6.569828,146.726242
LAF,40.412317,-86.9369
LAG,10.53,-67.03
LAH,-0.6167,127.5
LAI,48.754378,-3.471656
LAJ,-27.782142,-50.281486
LAK,68.22,-135
LAL,27.988917,-82.018555
LAM,35.88,-106.3
LAN,42.7787,-84.587357
LAO,18.178092,120.531522
LAP,24.072694,-110.362475
LAQ,32.788673,21.964333
LAR,41.312056,-105.675
LAS,36.080056,-115.15225
LAT,11.7,-72.28
LAU,-2.252417,40.913097
LAV,-13.92,-172
LAW,34.57,-98.42
LAX,33.942536,-118.408075
LAY,-28.581667,29.749722
LAZ,-13.262086,-43.408114
LBA,53.865897,-1.660569
LBB,33.663639,-101.822778
LBC,53.805367,10.719222
LBD,40.22,69.7
LBE,40.275939,-79.404797
LBF,41.126211,-100.683656
LBG,48.969444,2.441389
LBH,-33.97,151.3
LBI,43.913887,2.113056
LBJ,-8.517,119.9
LBK,0.4,40.95
LBL,37.044222,-100.95986
LBM,-18.5,36.17
LBN,0.6667,36.08
LBO,-4.967,23.38
LBP,3.2,115.4
LBQ,-0.704389,10.245722
LBR,-7.25,-64.78
LBS,-16.47,179.3
LBT,34.6,-79.07
LBU,5.300683,115.250181
LBV,0.4586,9.412283
LBW,3.883,115.7
LBX,13.855428,120.105342
LBY,47.25,-2.233
LBZ,-8.383,20.67
LCA,34.875117,33.62485
LCB,-13.8,-59.92
LCC,40.239228,18.133325
LCD,-23.02,29.72
LCE,15.742481,-86.853036
LCF,15.67,-88.95
LCG,43.302061,-8.377256
LCH,30.126112,-93.223335
LCI,43.57,-71.42
LCJ,51.72,19.4
LCK,39.813786,-82.927822
LCL,22.336261,-83.642111
LCM,-31,-64.53
LCN,-30.53,139.3
LCO,-1.8,14.87
LCP,-38.08,-70.67
LCR,-0.7333,-73.02
LCS,10.42,-85.13
LCV,43.83,10.58
LCX,25.68,116.7
LCY,51.505278,0.055278
LDA,25.03,88.15
LDB,-23.333625,-51.130072
LDC,-20.45,149.1
LDE,43.178675,-0.006439
LDG,64.9,45.74
LDH,-31.52,159.1
LDI,-9.833,39.78
LDJ,40.63,-74.25
LDK,58.465522,13.174414
LDM,43.95,-86.45
LDN,27.3,86.75
LDO,4.383,-55.42
LDR,13.88,45.87
LDS,42.35,-88.03
LDU,5.032247,118.324036
LDV,48.530258,-4.151642
LDW,-17.58,126.8
LDX,5.483,-54.02
LDY,55.042778,-7.161111
LDZ,-24.8,31.5
LEA,-22.235556,114.088611
LEB,43.626111,-72.304194
LEC,-12.48,-41.28
LED,59.800292,30.262503
LEE,28.83,-81.82
LEF,-29.78,28.58
LEG,17.17,-13.95
LEH,49.533889,0.088056
LEI,36.843936,-2.370097
LEJ,51.432447,12.241633
LEK,11.326058,-12.28685
LEL,-12.22,136.3
LEM,45.92,-102.1
LEN,42.58,-5.651
LEO,-1.683,14.3
LEP,-21.5,-42.65
LEQ,50.1,-5.667
LER,-27.843333,120.703333
LES,-29.8,28.13
LET,-4.193549,-69.943163
LEU,42.338611,1.409167
LEV,-17.68,178.8
LEW,44.05,-70.28
LEX,38.0365,-84.605889
LEY,52.460278,5.527222
LEZ,14.2,-88.17
LFB,-15.03,40.67
LFI,37.082881,-76.360547
LFK,31.25,-94.75
LFM,27.37,53.2
LFN,36.1,-78.3
LFO,5.583,44.18
LFP,-14.92,144.3
LFR,8.239167,-72.271028
LFT,30.205278,-91.987611
LFW,6.165611,1.254511
LGA,40.777245,-73.872608
LGB,33.817722,-118.151611
LGC,33.02,-85.08
LGD,45.32,-118
LGE,-20.13,127.6
LGF,32.86,-114.4
LGG,50.637417,5.443222
LGH,-30.598333,138.425833
LGI,23.179014,-75.093597
LGK,6.329728,99.728667
LGL,3.417,115.2
LGM,-5.533,143.5
LGN,-5.683,149.4
LGO,53.75,7.483
LGP,13.157064,123.746247
LGQ,0.092439,-76.869314
LGR,-47.33,-72
LGS,-35.493597,-69.574267
LGT,4.583,-70.83
LGU,41.78,-111.9
LGW,51.148056,-0.190278
LGX,3.8,42.05
LGY,8.517,-71.4
LGZ,-0.1833,-74.75
LHA,48.36925,7.827722
LHB,54.23,-165.6
LHE,31.521564,74.403594
LHG,-29.456667,147.984444
LHI,-3.133,139.9
LHK,32.27,111.6
LHN,24.25,121.2
LHP,-6.417,155.7
LHR,51.4775,-0.461389
LHS,-46.533056,-68.951111
LHU,-18.1,23.39
LHV,41.13,-77.45
LHW,36.02,103.8
LIA,30.82,107.7
LIB,-17.33,129.8
LIC,39.27,-103.7
LID,52.166139,4.417944
LIE,3.633,18.63
LIF,-20.7748,167.239864
LIG,45.862778,1.179444
LIH,21.975983,-159.338958
LII,-3.167,136.2
LIJ,54.9,-132.8
LIK,9.817,169.3
LIL,50.561942,3.089444
LIM,-12.021889,-77.114319
LIN,45.445103,9.276739
LIO,9.957961,-83.022006
LIP,-21.664039,-49.730519
LIQ,2.170658,21.496906
LIR,10.593289,-85.544408
LIS,38.781311,-9.135919
LIT,34.729444,-92.224306
LIU,35.83,12.83
LIV,65.53,-148.5
LIW,19.691494,97.214825
LIX,-12.05,34.78
LIY,31.78,-81.64
LIZ,46.95,-67.89
LJA,-3.45,23.62
LJC,38.18,-85.73
LJG,26.68,100.3
LJN,29.03,-95.45
LJU,46.223686,14.457611
LKA,-8.35,123
LKB,-18.2,178.8
LKC,-2.317,14.6
LKD,26.760594,80.889339
LKE,47.5,-122.3
LKG,4.233,34.35
LKH,3.3,114.8
LKI,46.84,-92.19
LKK,58.97,-155.1
LKL,70.068814,24.973489
LKN,68.15,13.02
LKO,26.77,80.88
LKP,44.3,-73.98
LKR,11.15,48.2
LKS,29.83,-95.68
LKT,5.85,-5.683
LKU,3.417,35.88
LKV,42.17,-120.4
LKY,-3.376306,35.818278
LKZ,52.409333,0.561
LLA,65.543758,22.121989
LLB,25.45,108
LLE,-25.473603,31.565828
LLF,26.7,112
LLG,-17.13,144.5
LLH,15.45,-87.9
LLI,11.975014,38.979969
LLL,-16.5,128.7
