ICAO;IATA;Name;Country
CYXN;YXN;WHALE COVE;CA
CYXP;YXP;PANGNIRTUNG;CA
CYXQ;YXQ;BEAVER CREEK;CA
CYXR;YXR;EARLTON (TIMISKAMING REGIONAL);CA
CYXS;YXS;PRINCE GEORGE;CA
CYXT;YXT;TERRACE;CA
CYXU;YXU;LONDON;CA
CYXX;YXX;ABBOTSFORD;CA
CYXY;YXY;WHITEHORSE INTL;CA
CYXZ;YXZ;WAWA;CA
CYYB;YYB;NORTH BAY;CA
CYYC;YYC;CALGARY;CA
CYYD;YYD;SMITHERS;CA
CYYE;YYE;FORT NELSON;CA
CYYF;YYF;PENTICTON;CA
CYYG;YYG;CHARLOTTETOWN, PRINCE EDWARD ISLAND;CA
CYYH;YYH;TALOYOAK;CA
CYYJ;YYJ;VICTORIA INTL;CA
CYYL;YYL;LYNN LAKE;CA
CYYM;YYM;COWLEY;CA
CYYN;YYN;SWIFT CURRENT;CA
CYYO;;WYNYARD;
CYYQ;YYQ;CHURCHILL;CA
CYYR;YYR;GOOSE BAY;CA
CYYT;YYT;ST. JOHN'S INTL, NEWFOUNDLAND;CA
CYYU;YYU;KAPUSKASING;CA
CYYW;YYW;ARMSTRONG;CA
CYYY;YYY;MONT-JOLI;CA
CYYZ;YYZ;TORONTO/ LESTER B. PEARSON INTL;CA
CYZD;YZD;DOWNSVIEW;
CYZE;YZE;GORE BAY-MANITOULIN;CA
CYZF;YZF;YELLOWKNIFE;CA
CYZG;YZG;SALLUIT;CA
CYZH;YZH;SLAVE LAKE;CA
CYZL;;;
CYZP;YZP;SANDSPIT;CA
CYZR;YZR;SARNIA (CHRIS HADFIELD);CA
CYZS;YZS;CORAL HARBOUR;CA
CYZT;YZT;PORT HARDY;CA
CYZU;YZU;WHITECOURT;CA
CYZV;YZV;SEPT-ILES;CA
CYZW;YZW;TESLIN;CA
CYZX;YZX;GREENWOOD;CA
CYZY;YZY;MACKENZIE;CA
CZAC;ZAC;YORK LANDING;CA
CZAM;YSN;SALMON ARM;CA
CZBA;;BURLINGTON AIRPARK;
CZBB;BYA;BOUNDARY BAY;US
CZBD;ILF;ILFORD;CA
CZBF;ZBF;BATHURST;CA
CZBM;ZBM;BROMONT;CA
CZDI;;;CA
CZEE;ZEE;KELSEY;DE
CZEM;ZEM;EASTMAIN RIVER;CA
CZFA;ZFA;FARO;CA
CZFD;ZFD;Fond Du Lac ;CA
CZFG;XPK;PUKATAWAGAN;CA
CZFM;ZFM;FORT MCPHERSON;CA
CZFN;ZFN;TULITA;CA
CZGF;ZGF;GRAND FORKS;CA
CZGI;ZGI;GODS RIVER;CA
CZGR;ZGR;LITTLE GRAND RAPIDS;CA
CZHP;ZHP;HIGH PRAIRIE;CA
CZJG;ZJG;JENPEG;CA
CZJN;ZJN;SWAN RIVER;CA
CZKE;ZKE;KASHECHEWAN;CA
CZLQ;YTD;THICKET PORTAGE;CA
CZMD;MSA;MUSKRAT DAM;CA
CZML;ZMH;108 MILE AIRPORT;CA
CZMN;PIW;PIKWITONEI;CA
CZMT;ZMT;MASSET;CA
CZNG;XPP;POPLAR RIVER;CA
CZNL;;NELSON;
CZPB;ZPB;SACHIGO LAKE;CA
CZPC;WPC;PINCHER CREEK;CA
CZPO;ZPO;PINEHOUSE LAKE;CA
CZRJ;ZRJ;ROUND LAKE (WEAGAMOW LAKE);CA
CZSJ;ZSJ;SANDY LAKE;CA
CZSN;XSI;SOUTH INDIAN LAKE;CA
CZST;ZST;STEWART;CA
CZTA;YDV;BLOODVEIN RIVER;CA
CZTM;ZTM;SHAMATTAWA;CA
CZUC;ZUC;IGNACE MUNI;CA
CZUE;;;CA
CZUM;ZUM;CHURCHILL FALLS;CA
CZVL;;VILLENEUVE;CA
CZWH;XLB;LAC BROCHET;CA
CZWL;ZWL;WOLLASTON LAKE;CA
DAAB;;;
DAAD;BUJ;BOU SAADA;DZ
DAAE;BJA;BEJAIA / SOUMMAM-ABANE RAMDANE;DZ
DAAF;;;DZ
DAAG;ALG;ALGER / HOUARI BOUMEDIENE;DZ
DAAJ;DJG;DJANET / TISKA;DZ
DAAK;;;
DAAM;;;
DAAN;;;
DAAP;VVZ;ILLIZI / TAKHAMALT;DZ
DAAQ;;;
DAAS;QSF;SETIF / 8 MAI 45;DZ
DAAT;TMR;TAMMANRASSET / AGUENAR;DZ
DAAV;GJL;JIJEL / FERHAT ABBAS;DZ
DAAW;;;
DAAX;;;
DAAY;;;DZ
DAAZ;;;
DABB;AAE;ANNABA / RABAH BITAT;DZ
DABC;CZL;CONSTANTINE / MOHAMED BOUDIAF;DZ
DABP;;;DZ
DABS;TEE;TEBESSA / CHEIKH LARBI TEBESSI;DZ
DABT;BLJ;BATNA / MOSTEPHA BEN BOULAID;DZ
DAFH;;;
DAFI;QDJ;Off-Line Point;DZ
DAOB;TID;TIARET / ABDELHAFID BOUSSOUF BOU CHEKIF;DZ
DAOC;;;
DAOE;;;
DAOF;TIN;TINDOUF;DZ
DAOI;QAS;CHLEF;DZ
DAOL;;;
DAON;TLM;TLEMCEN / ZENATA-MESSALI EL HADJ;DZ
DAOO;ORN;ORAN / ES SENIA;DZ
DAOR;CBH;BECHAR / BOUDGHENE BEN ALI LOTFI;DZ
DAOS;;;
DAOV;;GHRISS;
DATG;INF;IN GUEZZAM;DZ
DATM;BMW;BORDJ MOKHTAR;DZ
DAUA;AZR;ADRAR / TOUAT CHEIKH SIDI MOHAMED BELKEBIR;DZ
DAUB;BSK;BISKRA / MOHAMED KHIDER;DZ
DAUE;ELG;EL GOLEA;DZ
DAUG;GHA;GHARDAIA / NOUMERAT-MOUFDI ZAKARIA;DZ
DAUH;HME;HASSI MESSAOUD/OUED IRARA-KRIM BELKACEM;DZ
DAUI;INZ;IN SALAH;DZ
DAUK;TGR;TOUGGOURT / SIDI MAHDI;DZ
DAUL;LOO;Laghouat;DZ
DAUO;ELU;EL OUED / GUEMAR;DZ
DAUT;TMX;TIMIMOUN;DZ
DAUU;OGX;OUARGLA/AIN BEIDA;DZ
DAUZ;IAM;ZARZAITINE / IN AMENAS;DZ
DBBB;COO;CARDINAL BERNARDIN GADIN DE CADJEHOUN;BJ
DBBC;;;BJ
DBBD;DJA;Djougou Airport;BJ
DBBK;KDC;KANDI;BJ
DBBN;NAE;NATITINGOU;BJ
DBBO;;PORGA;BJ
DBBP;PKO;PARAKOU;BJ
DBBR;;;BJ
DBBS;SVF;SAVE;BJ
DBBV;;;BJ
DCYU;;CUYUMAIQUE;
DFCA;XKY;Kaya Airport;BF
DFCB;;;BF
DFCC;OUG;OUAHIGOUYA;BF
DFCD;;;BF
DFCE;;;BF
DFCG;;;BF
DFCI;;;BF
DFCJ;XDJ;Djibo Airport;BF
DFCK;;;BF
DFCL;XLU;Leo Airport;BF
DFCM;;;BF
DFCO;;;BF
DFCP;PUP;Po Airport;BF
DFCR;;;BF
DFCS;;;BF
DFCT;;;BF
DFCU;;;BF
DFCY;;;BF
DFEA;XBO;Boulsa Airport;BF
DFEB;XBG;BOGANDE;BF
DFEC;;;BF
DFED;DIP;Diapaga Airport;BF
DFEE;DOR;DORI;BF
DFEF;FNG;Fada Ngourma Airport;BF
DFEG;XGG;Gorum-Gorum Airport;BF
DFEK;;;BF
DFEL;XKA;Kantchari Airport;BF
DFEM;TMQ;Tambao Airport;BF
DFEO;;;BF
DFEP;XPA;Pama Airport;BF
DFER;ARL;ARLY;BF
DFES;XSE;SEBBA;BF
DFET;TEG;Tenkodogo ;BF
DFEY;;;BF
DFEZ;XZA;Zabre Airport;BF
DFFD;OUA;OUAGADOUGOU;BF
DFFV;;;BF
DFOA;;;BF
DFOB;BNR;Banfora ;BF
DFOD;DGU;Dedougou Airport;BF
DFOF;;;BF
DFOG;XGA;AMILCAR CABRAL DE GAOUA;BF
DFOH;;;BF
DFOL;;;BF
DFON;XNU;Nouna Airport;BF
DFOO;BOY;BOBO-DIOULASSO;BF
DFOR;;;BF
DFOS;;;BF
DFOT;TUQ;Tougan Airport;BF
DFOU;XDE;Diebougou Airport;BF
DFOY;XAR;Aribinda Airport;BF
DGAA;ACC;KOTOKA INTL;GH
DGAC;;;GH
DGAD;;;GH
DGAE;;;GH
DGAH;;;GH
DGAK;;;GH
DGAS;;;GH
DGAT;;;GH
DGFC;;;GH
DGKA;;;GH
DGKK;;;GH
DGLB;;;GH
DGLE;TML;TAMALE;GH
DGLN;;NAVRONGO;GH
DGLW;;WA;GH
DGLY;;YENDI;GH
DGSB;;;GH
DGSI;KMS;KUMASI;GH
DGSN;NYI;SUNYANI;GH
DGSW;;;GH
DGTK;TKD;TAKORADI;GH
DGTX;;;GH
DIAD;;;CI
DIAE;;;CI
DIAO;ABO;Aboisso Airport;CI
DIAP;ABJ;ABIDJAN/FELIX HOUPHOUET BOIGNY;CI
DIAU;OGO;ABENGOUROU;CI
DIAV;;;CI
DIBC;;;CI
DIBI;BXI;BOUNDIALI;CI
DIBK;BYK;BOUAKE;CI
DIBN;BQO;BOUNA/TEHINI;CI
DIBU;BDK;BONDOUKOU/SOKO;CI
DIDB;;;CI
DIDK;DIM;DIMBOKRO/VILLE;CI
DIDL;DJO;DALOA;CI
DIDV;DIV;Divo Airport;CI
DIFK;FEK;Ferkessedougou Airport;CI
DIGA;GGN;Gagnoa;CI
DIGL;GGO;Guilo Airport;CI
DIGN;;GRAND BEREBY/NERO-MER;CI
DIII;;;CI
DIKO;HGO;KORHOGO;CI
DIMN;MJC;MAN;CI
DIOD;KEO;ODIENNE;CI
DIOF;OFI;Ouango Fitini Airport;CI
DIPG;;;CI
DISG;SEO;SEGUELA;CI
DISP;SPY;SAN PEDRO;CI
DISS;ZSS;SASSANDRA;CI
DITB;TXU;TABOU;CI
DITM;TOZ;TOUBA/MAHANA;CI
DIYO;ASK;YAMOUSSOUKRO;CI
DNAA;ABV;ABUJA /NNAMDI AZIKIWE;NG
DNAK;AKR;AKURE;NG
DNBE;BNI;BENIN;NG
DNBI;;;NG
DNCA;CBQ;CALABAR/MARGARET EKPO;NG
DNEN;ENU;ENUGU/AKANU IBIAM;NG
DNGU;QUS;Off-Line Point;NG
DNIB;IBA;IBADAN/NEW IBADAN;NG
DNIL;ILR;ILORIN;NG
DNIM;QOW;Owerri Imo, Nigeria - Sam Mbakwe International;NG
DNJO;JOS;JOS/YAKUBU GOWON;NG
DNKA;KAD;Kaduna, Nigeria;NG
DNKK;;;NG
DNKN;KAN;KANO/MALLAM AMINU KANO;NG
DNKT;;KATSINA;
DNLL;;;NG
DNMA;MIU;MAIDUGURI;NG
DNMK;MDI;Makurdi Airport;NG
DNMM;LOS;LAGOS/MURTALA MUHAMMED;NG
DNMN;MXJ;MINNA;NG
DNOS;;;NG
DNPO;PHC;PORT HARCOURT;NG
DNSO;SKO;SOKOTO/SADDIQ ABUBAKAR III INTL;NG
DNSU;;OSUBI;
DNYO;YOL;YOLA;NG
DNZA;ZAR;ZARIA;NG
DRRA;;TESSAOUA;NE
DRRB;BKN;Birni Nkoni Airport;NE
DRRC;;;NE
DRRD;;;NE
DRRE;;;NE
DRRG;;GAYA;NE
DRRI;;;NE
DRRL;;;NE
DRRM;MFQ;MARADI;NE
DRRN;NIM;NIAMEY/DIORI HAMANI;NE
DRRP;;;NE
DRRR;;;NE
DRRT;THZ;TAHOUA;NE
DRRU;;;NE
DRRV;;;NE
DRZA;AJY;AGADES/MANU DAYAK;NE
DRZD;;DIRKOU;NE
DRZF;;DIFFA;NE
DRZG;;GOURE;NE
DRZI;;IFEROUANE;NE
DRZL;RLT;Arlit Airport;NE
DRZM;;;NE
DRZN;;;
DRZR;ZND;ZINDER;NE
DRZT;;;NE
DTKA;TBJ;TABARKA/7 NOVEMBRE;TN
DTMB;MIR;MONASTIR/HABIB BOURGUIBA INTL;TN
DTTA;TUN;TUNIS/CARTHAGE;TN
DTTB;QIZ;SIDI AHMED AIR BASE;TN
DTTC;;;TN
DTTD;;REMADA;TN
DTTF;GAF;GAFSA/KSAR;TN
DTTG;GAE;GABES;TN
DTTI;;BORJ-EL AMRI;TN
DTTJ;DJE;DJERBA/ZARZIS;TN
DTTK;QKN;Off-Line Point;TN
DTTL;;;TN
DTTM;;;TN
DTTN;;;TN
DTTR;EBM;EL BORMA;TN
DTTV;;;TN
DTTX;SFA;SFAX/THYNA;TN
DTTZ;TOE;TOZEUR/NEFTA;TN
DXAK;;;TG
DXBS;;;TG
DXDP;;;TG
DXHO;;;TG
DXKP;;;TG
DXMG;;SANSANNE MANGO;TG
DXNG;LRL;AEROPORT INTERNATIONAL DE NIAMTOUGOU (AIN);TG
DXSK;;SOKODE;TG
DXTA;;;TG
DXXX;LFW;LOME/GNASSINGBE EYADEMA;TG
EBAK;;ANTWERPEN/KIEL;
EBAM;;AMOUGIES;
EBAR;;ARLON/STERPENICH;
EBAS;;SCHILDE/'S GRAVENWEZEL;
EBAT;;AALST/MELDERT;
EBAV;;HANNUT/AVERNAS-LE-BAUDUIN;
EBAW;ANR;ANTWERPEN/DEURNE;BE
EBBA;;BAUDOUR;
EBBE;;BEAUVECHAIN;BE
EBBG;;BASTOGNE/MICHAMPS;
EBBH;;BRECHT/KEYSERS;
EBBL;;KLEINE-BROGEL;BE
EBBN;;BUELLINGEN;
EBBO;;BOUILLON/MOGIMONT;
EBBR;BRU;BRUSSELS/BRUSSELS-NATIONAL;BE
EBBT;;BRASSCHAAT;BE
EBBX;;BERTRIX/JEHONVILLE;BE
EBBY;;GENAPPE/BAISY-THY;
EBBZ;;PONT-A-CELLES/BUZET;
EBCF;;CERFONTAINE;
EBCH;;SHAPE CATEAU;
EBCI;CRL;CHARLEROI/BRUSSELS SOUTH;BE
EBCR;;CINEY/RONVAUX;
EBCS;;CHIMAY/SAINT-REMY;
EBCV;;CHIEVRES;BE
EBDI;;DIKSMUIDE;
EBDL;;DILSEN-STOKKEM/LANKLAAR;
EBDT;;DIEST/SCHAFFEN;BE
EBDW;;DIEST/WEBBEKOM;
EBEN;;RANST / ENGELS;
EBEU;;EDEGEM/UZA;
EBFD;;FERNELMONT/DOMPIRE;
EBFN;;KOKSIJDE;BE
EBFR;;FRANCORCHAMPS;
EBFS;;FLORENNES;BE
EBGB;;GRIMBERGEN/LINT;BE
EBGG;;GERAARDSBERGEN/OVERBOELARE;
EBGL;;;
EBGT;GNE;GENT/UZ GENT;BE
EBHA;;HAM;
EBHE;;HERON/COUTHUIN;
EBHL;;HALEN;
EBHM;;HASSELT/MAASLAND;
EBHN;;HOEVENEN;
EBHO;;HOLSBEEK;
EBHT;;HOUTHALEN;
EBIS;;ATH/ISIERES;
EBKH;;BALEN/KEIHEUVEL;
EBKT;KJK;KORTRIJK/WEVELGEM;BE
EBKW;;KNOKKE-HEIST/WESTKAPELLE;
EBLB;;;BE
EBLC;;LIEGE/CITADELLE;
EBLE;;LEOPOLDSBURG/BEVERLO;
EBLG;LGG;LIEGE/LIEGE;BE
EBLH;;LIEGE/HELI (MET) (MIL);
EBLI;;LIERNEUX;
EBLN;;EGHEZEE/LIERNU;
EBLO;;LIEGE/ORBAN;
EBLR;;LO-RENINGE/RENINGE;
EBLS;;LIEGE/SART TILMAN;
EBLZ;;LOCHRISTI/ZAFFELARE;
EBMA;;MALLE/WESTMALLE;
EBMB;;MELSBROEK;BE
EBMD;;ANTWERPEN/AZ MIDDELHEIM;
EBME;;MEERBEEK;
EBMG;;DOISCHE/MATAGNE-LA-PETITE;
EBMI;;;
EBML;;ASSESSE/MAILLEN;
EBMO;;MOORSELE;
EBMS;;LIERNEUX / BRA;
EBMT;;MONTIGNY-LE-TILLEUL;BE
EBNE;;NEERPELT;
EBNM;QNM;NAMUR/SUARLEE;BE
EBNO;;NINOVE/OUTER;
EBOO;;OOSTDIJCKBANK;
EBOR;;VRESSE-SUR-SEMOIS/ORCHIMONT;
EBOS;OST;OOSTENDE-BRUGGE/OOSTENDE;BE
EBPW;;PECQ/WARCOING;
EBRO;;RANST/VAN DEN BOSH;
EBSG;;SAINT-GHISLAIN;
EBSH;;SAINT-HUBERT/SAINT-HUBERT;
EBSJ;;BRUGGE/AZ SINT-JAN;
EBSL;;ZUTENDAAL;
EBSN;;'S GRAVENVOEREN;
EBSP;;SPA/LA SAUVENIERE;BE
EBSS;;BRUGGE/SINT-LUCAS;
EBST;;SINT-TRUIDEN/BRUSTEM;BE
EBSU;;SAINT-HUBERT;BE
EBSW;;SINT-PIETERS-LEEUW;
EBSZ;;;
EBTE;;TEMSE;
EBTK;;TIELEN/KASTERLEE;
EBTN;;GOETSENHOVEN;BE
EBTR;;TRAZEGNIES;
EBTX;;VERVIERS/THEUX;
EBTY;;TOURNAI/MAUBRAY;
EBUB;;BRUSSELS/ULB;
EBUC;;BRUSSELS/UCL;
EBUL;;URSEL;BE
EBVE;;VEURNE;
EBVS;;VEURNE/SINT-AUGUSTINUS;
EBVU;;ROTSELAAR;
EBWE;;WEELDE;BE
EBZH;QHA;HASSELT/KIEWIT;BE
EBZI;;ZINGEM;
EBZR;OBL;ZOERSEL/OOSTMALLE;BE
EBZU;;ZUIENKERKE;
EBZW;;GENK/ZWARTBERG;BE
EDAB;;BAUTZEN;
EDAC;AOC;ALTENBURG-NOBITZ;DE
EDAD;;DESSAU;
EDAE;;EISENHUTTENSTADT;
EDAF;;;
EDAG;;GROSSRUCKERSWALDE;
EDAH;HDF;HERINGSDORF;DE
EDAI;;SEGELETZ;
EDAJ;;GERA-LEUMNITZ;
EDAK;;GROSSENHAIN;
EDAL;;FURSTENWALDE;
EDAM;;MERSEBURG;DE
EDAN;;NEUSTADT-GLEWE;
EDAO;;NORDHAUSEN;
EDAP;;NEUHAUSEN;
EDAQ;;HALLE-OPPIN;DE
EDAR;;PIRNA-PRATZSCHWITZ;
EDAS;;FINSTERWALDE/HEINRICHSRUH;
EDAT;;NARDT;
EDAU;;RIESA-GOHLIS;
EDAV;;EBERSWALDE-FINOW;
EDAW;;ROITZSCHJORA;
EDAX;;RECHLIN-LARZ;
EDAY;QPK;STRAUSBERG;DE
EDAZ;;SCHONHAGEN;
EDBA;;ARNSTADT-ALKERSLEBEN;
EDBC;;MAGDEBURG/COCHSTEDT;
EDBD;;EMMEL AIRFIELD DEDELOW;
EDBE;;BRANDENBURG-MUHLENFELD;
EDBF;;RUPPINER LAND;
EDBG; ;BURG;DE
EDBH;BBH;BARTH;DE
EDBI;;ZWICKAU;
EDBJ;;JENA-SCHONGLEINA;
EDBK;;KYRITZ;
EDBL;;LAUCHA;
EDBM;ZMG;MAGDEBURG;DE
EDBO;;OEHNA;
EDBP;;PINNOW;
EDBQ;;BRONKOW;
EDBR;;ROTHENBURG/GORLITZ;
EDBS;;SOMMERDA-DERMSDORF;
EDBT;;ALLSTEDT;
EDBU;;PRITZWALK-SOMMERSBERG;
EDBV;;STRALSUND;
EDBW;;WERNEUCHEN;
EDBX;;GORLITZ;
EDBY;;SCHMOLDOW;
EDBZ;;SCHWARZHEIDE/SCHIPKAU;
EDCA;;ANKLAM;
EDCB;;BALLENSTEDT;
EDCD;CBU;COTTBUS-DREWITZ;DE
EDCE;;EGGERSDORF;
EDCF;;FRIEDERSDORF;
EDCG;GTI;RUGEN;DE
EDCH;;SPROSSEN;
EDCI;;KLIX;
EDCJ;;CHEMNITZ/JAHNSDORF;
EDCK;;KOTHEN;
EDCL;;KLIETZ/SCHARLIBBE;
EDCM;;KAMENZ;
EDCN;;NAUEN;
EDCO;;OBERMEHLER/SCHLOTHEIM;
EDCP;;Peenemuende Airport;DE
EDCQ;;ASCHERSLEBEN;
EDCR;;RERIK-ZWEEDORF;
EDCS;;SAARMUND;
EDCT;;TAUCHA;
EDCU;;GUSTROW;
EDCV;;PASEWALK;
EDCW;;WISMAR;
EDCX;;PURKSHOF;
EDCY;;SPREMBERG-WELZOW;
EDDB;SXF;BERLIN/SCHONEFELD;DE
EDDC;DRS;DRESDEN;DE
EDDE;ERF;ERFURT;DE
EDDF;FRA;FRANKFURT MAIN;DE
EDDG;FMO;MUNSTER/OSNABRUCK;DE
EDDH;HAM;HAMBURG;DE
EDDI;THF;BERLIN-TEMPELHOF;DE
EDDK;CGN;KOLN/BONN;DE
EDDL;DUS;DUSSELDORF;DE
EDDM;MUC;MUNCHEN;DE
EDDN;NUE;NURNBERG;DE
EDDP;LEJ;LEIPZIG/HALLE;DE
EDDR;SCN;SAARBRUCKEN;DE
EDDS;STR;STUTTGART;DE
EDDT;TXL;BERLIN-TEGEL;DE
EDDV;HAJ;HANNOVER;DE
EDDW;BRE;BREMEN;DE
EDEB;;BAD LANGENSALZA;
EDEF;;BABENHAUSEN;
EDEG;;GOTHA-OST;
EDEH;;HERRENTEICH;
EDEL;;LANGENLONSHEIM;
EDEM;;MOSENBERG;
EDEP;;HEPPENHEIM;
EDEQ;;MUHLHAUSEN;
EDER;;WASSERKUPPE;
EDEW;;WALLDURN;
EDFA;;ANSPACH/TS.;
EDFB;;REICHELSHEIM;
EDFC;;ASCHAFFENBURG;
EDFD;;BAD NEUSTADT/SAALE-GRASBERG;
EDFE;QEF;FRANKFURT-EGELSBACH;DE
EDFG;;GELNHAUSEN;
EDFH;HHN;FRANKFURT-HAHN;DE
EDFI;;HIRZENHAIN;
EDFJ;;LAGER HAMMELBURG;
EDFK;;BAD KISSINGEN;
EDFL;;GIESSEN-LUTZELLINDEN;
EDFM;MHG;MANNHEIM CITY;DE
EDFN;;MARBURG-SCHONSTADT;
EDFO;;MICHELSTADT/ODW.;
EDFP;;OBER-MORLEN;
EDFQ;;ALLENDORF/EDER;
EDFR;;ROTHENBURG O.D.T.;
EDFS;;SCHWEINFURT SUD;
EDFT;;LAUTERBACH;
EDFU;;MAINBULLAU;
EDFV;ZQV;WORMS;DE
EDFW;;WURZBURG-SCHENKENTURM;
EDFX;;HOCKENHEIM;
EDFY;;ELZ;
EDFZ;QMZ;MAINZ/FINTHEN;DE
EDGA;;AILERTCHEN;
EDGB;;BREITSCHEID;
EDGE;EIB;EISENACH-KINDEL;DE
EDGF;;FULDA-JOSSA;
EDGH;;HETTSTADT;
EDGI;;INGELFINGEN-BUHLHOF;
EDGJ;;OCHSENFURT;
EDGK;;KORBACH;
EDGL;;LUDWIGSHAFEN;
EDGM;;MOSBACH-LOHRBACH;
EDGN;;;
EDGO;;OEDHEIM;
EDGP;;OPPENHEIM;
EDGQ;;SCHAMEDER;
EDGR;;GIESSEN-REISKIRCHEN;
EDGS;SGE;SIEGERLAND;DE
EDGT;;BOTTENHORN;
EDGU;;UNTERSCHUPF;
EDGW;;"WOLFHAGEN ""GRANER BERG""";
EDGX;;WALLDORF;
EDGZ;;WEINHEIM/BERGSTRASSE;
EDHB;;GRUBE;
EDHC;;LUCHOW-REHBECK;
EDHE;QSM;UETERSEN/HEIST;DE
EDHF;;ITZEHOE/HUNGRIGER WOLF;
EDHG;;LUNEBURG;
EDHI;XFW;HAMBURG-FINKENWERDER;DE
EDHJ;;;
EDHK;KEL;KIEL-HOLTENAU;DE
EDHL;LBC;LUBECK-BLANKENSEE;DE
EDHM;;HARTENHOLM;
EDHN;EUM;NEUMUNSTER;DE
EDHO;;AHRENLOHE;
EDHP;;PELLWORM;
EDHS;;STADE;
EDHU;;LAUENBRUCK;
EDHW;;WAHLSTEDT;
EDHX;;BAD BRAMSTEDT;
EDIU;;;
EDJA;FMM;MEMMINGEN/ALLGAU;DE
EDKA;AAH;AACHEN-MERZBRUCK;DE
EDKB;BNJ;BONN-HANGELAR;DE
EDKD;;ALTENA-HEGENSCHEID;
EDKF;;BERGNEUSTADT/AUF DEM DUMPEL;
EDKH;;HUNSBORN;
EDKI;;BETZDORF-KIRCHEN;
EDKL;;LEVERKUSEN;
EDKM;;MESCHEDE-SCHUREN;
EDKN;;WIPPERFURTH-NEYE;
EDKO;;BRILON/HOCHSAUERLAND;
EDKP;;PLETTENBERG-HUINGHAUSEN;
EDKR;;SCHMALLENBERG-RENNEFELD;
EDKU;;ATTENDORN-FINNENTROP;
EDKV;;DAHLEMER BINZ;
EDKW;;WERDOHL-KUNTROP;
EDKZ;;MEINERZHAGEN;
EDLA;;ARNSBERG-MENDEN;
EDLB;;BORKENBERGE;
EDLC;;KAMP-LINTFORT;
EDLD;;DINSLAKEN/SCHWARZE HEIDE;DE
EDLE;ESS;ESSEN/MULHEIM;DE
EDLF;;GREFRATH-NIERSHORST;
EDLG;;GOCH-ASPERDEN;
EDLH;;HAMM-LIPPEWIESEN;DE
EDLI;BFE;BIELEFELD;DE
EDLJ;;DETMOLD;
EDLK;QKF;KREFELD-EGELSBERG;DE
EDLM;;MARL-LOEMUHLE;
EDLN;MGL;MONCHENGLADBACH;DE
EDLO;;OERLINGHAUSEN;
EDLP;PAD;PADERBORN/LIPPSTADT;DE
EDLR;;PADERBORN-HAXTERBERG;
EDLS;;STADTLOHN-VREDEN;DE
EDLT;;MUNSTER-TELGTE;
EDLV;NRN;NIEDERRHEIN;DE
EDLW;DTM;DORTMUND;DE
EDLX;;WESEL-ROMERWARDT;
EDLY;;BORKEN-HOXFELD;
EDLZ;;SOEST/BAD SASSENDORF;
EDMA;AGB;AUGSBURG;DE
EDMB;;BIBERACH A.D.RISS;
EDMC;;BLAUBEUREN;
EDMD;;DACHAU-GROBENRIED;
EDME;;EGGENFELDEN;
EDMF;;FURSTENZELL;
EDMG;;GUNZBURG-DONAURIED;
EDMH;;GUNZENHAUSEN-REUTBERG;
EDMI;;ILLERTISSEN;
EDMJ;;JESENWANG;
EDMK;;KEMPTEN-DURACH;
EDML;QLG;LANDSHUT;DE
EDMN;;MINDELHEIM-MATTSIES;
EDMO;OBF;OBERPFAFFENHOFEN;DE
EDMP;;VILSBIBURG;
EDMQ;;DONAUWORTH-GENDERKINGEN;
EDMR;;OTTOBRUNN;
EDMS;RBM;STRAUBING;DE
EDMT;;TANNHEIM;
EDMU;;GUNDELFINGEN;
EDMV;;VILSHOFEN;
EDMW;;DEGGENDORF;
EDMX;;OBERSCHLEISSHEIM;
EDMY;;MUHLDORF;DE
EDNA;;AMPFING-WALDKRAIBURG;
EDNB;;ARNBRUCK;
EDNC;;BEILNGRIES;
EDND;;DINKELSBUHL-SINBRONN;
EDNE;;ERBACH;
EDNF;;ELSENTHAL-GRAFENAU;
EDNG;;GIENGEN/BRENZ;
EDNH;;BAD WORISHOFEN-NORD;
EDNI;;BERCHING;
EDNJ;;NEUBURG-EGWEIL;
EDNK;;KIRCHDORF/INN;
EDNL;;LEUTKIRCH-UNTERZEIL;
EDNM;;NITTENAU-BRUCK;
EDNO;;NORDLINGEN;
EDNP;;PFARRKIRCHEN;
EDNQ;;BOPFINGEN;
EDNR;;REGENSBURG-OBERHUB;
EDNS;;SCHWABMUNCHEN;
EDNT;;TREUCHTLINGEN-BUBENHEIM;
EDNU;;THANNHAUSEN;
EDNV;;VOGTAREUTH;
EDNW;;WEISSENHORN;
EDNX;;OBERSCHLEISSHEIM;
EDNY;FDH;FRIEDRICHSHAFEN;DE
EDNZ;;ZELL-HAIDBERG;
EDOA;;AUERBACH;
EDOB;;BAD BERKA;
EDOC;;GARDELEGEN;
EDOD;;REINSDORF;
EDOE;;BOHLEN;
EDOF;;BAD FRANKENHAUSEN;
EDOG;;TORGAU-BEILRODE;
EDOH;;LANGHENNERSDORF;
EDOI;;BIENENFARM;
EDOJ;;LUSSE;
EDOK;;RUDOLSTADT-GROSCHWITZ;
EDOL;FRF;OSCHERSLEBEN;DE
EDOM;;KLEIN MUHLINGEN;
EDON;;NEUHARDENBERG;
EDOP;SZW;SCHWERIN-PARCHIM;DE
EDOQ;;OSCHATZ;
EDOR;;STOLLN/RHINOW;
EDOS;;PENNEWITZ;
EDOT;;GREIZ-OBERGROCHLITZ;
EDOU;;WEIMAR-UMPFERSTEDT;
EDOV;;STENDAL-BORSTEL;
